text,label_id,ds
Eattin all this pussy im startin to get chubby,2,hate
"RT @BullHunitProof: bruh said ""Black girls pussy taste like attitudes and arguments"" LOL",2,hate
Fuck da bulls and your trash ass music nigga &#8220;@FREDOSANTANA300: Fuck da Cavs&#8221;,2,hate
RT @_MCBaybeh1218: Keep ur bitch on a leash .,2,hate
"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;",2,hate
"RT @KattWilliams: A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby",2,hate
"RT @kenohtoopretty_: i don't want no thot , a thot is a girl that can't get no&#10084;&#65039;from me, hanging with the other little hoes, wearing her be&#8230;",2,hate
@CapoDaAssHole @Alejandro_Bihhh me either but if the bitch like put on that Beyonc&#233; nigga ain't gone hesitate,2,hate
"@OurCofE An end to the ordination of women and faggots, whose only aim is to weaken and split our communion.",2,hate
"RT @BriWh0: Niggas gossip like hoes, most of 'em bitches",2,hate
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",2,hate
Soon as da money gon dem bitches leavin..You get locked up she ain't gon visit ya neither,2,hate
@twaynesback I swear I can't do shit right now but I'm down to get into something tonight if u are nig,2,hate
Open mouf kissing my nig... &#171;@DiSTinctive_Mae @nobetternoworst lol.....Sam love him some kissing smh lol&#187;,2,hate
Got these hoes lurkin got these niggahs talkin,2,hate
&#8220;@sabdaddyy: Shine on them hoes http://t.co/xOurnvvaYP&#8221; look at my baby daddy,2,hate
@lukejohnson06 @laurenbeckkkk1 @lllexiss hey dude watch who your calling a bitch..,2,hate
You say you classy and sadity I say bitch you a tease,2,hate
"Nah fuck em bitter heat bitches ""@YeIIowbang: Funny seeing heat and bulls fans get along lol""",2,hate
...and I'm goin back to school.. only for the hoes and a class or two,2,hate
Y'all trying to use The Lord to sell pussy on this corner... I already know!,2,hate
@Marilyn_Munster Ha!!!! The shyt niggas tell hoes 2 ho wanna be more...,2,hate
The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame.,2,hate
RT @denytheprophecy: @NoneShallPass97 bitch my dick is yo dinner,2,hate
@Teets6 shit trash,2,hate
RT @thirlrection: I will fight a bitch for Austin that's my gringo right there ain't no one messing with my white chocolate drop,2,hate
Do as I say soo &#128545;&#128074; R muthaafuckin J hoe &#128514;&#128514;,2,hate
RT @chiko600: You think she bad well my bitch meaner &#128076;&#128527;,2,hate
I don't love you hoes.,2,hate
I lost something more important than myself last year so EXCUSE ME for being a little selfish bitch &#9996;&#65039;&#128530;,2,hate
RT @tmaeleen: this bitch just blew my high &amp; i was off all of dese drugs...,2,hate
RT @brianduroha1: Bitches ain't shit hoes ain't neither,2,hate
"Got the Vector Job, bitch.",2,hate
@LickMyWhooooop @JustDoItSlow yall playful don't come dumb hoes,2,hate
This girl is the nastiest skank bitch I've ever met. DO NOT TRUST HER. She is a fugly slut http://t.co/7sU1UIFUNS,2,hate
@Lissette__glz @joshmtz1199 you hoes ain't loyal &#128075;,2,hate
"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ",2,hate
"Fuckin' moron, snortin' oxycontin, wearin' cotton, oxymoron, like buff faggots playin' sissy dikes",2,hate
@kieffer_jason I heard your mama raised you like bitch,2,hate
I would commit the rest of my gay life to being a complete 100% submissive bottom if I could be Zac Efron's bitch. #NoShame #gayboyproblems,2,hate
The gospel RT @TibriDotCom: Better wake up and realize that the good Lord ain't stop creating pussy when he built yours shawty.,2,hate
@kieffer_jason Lmfao and I'm making more money then yo duck ass bitch I from Dallas tx born and raised and we back our shit up all day nigga,2,hate
@BallOut057 I'm otp bitch hold on,2,hate
"Got hit on by a 70 yr old cripple...&amp; thinking, even if I were to accept your sexual advances there wouldn't be much you could do about it.",2,hate
RT @Skate808s: God all a nigga trust I can't trust that gun cuz if that bitch jam I'm fucked can't trust niggas they bitches got they dicks&#8230;,2,hate
"RT @JuanNDaCut: Porn ads be convincing af...""click here and 30 bitches will appear in your bed"" you DAMN RIGHT ima click that shit nigga",2,hate
@_lostb0y I meant bitch I am scum,2,hate
"RT @bruhlmaoo: When bae sings ""it ain't nothin to cut that bitch off"" with too much enthusiasm http://t.co/2rwY1h0D0F",2,hate
"@BroadwayMensa hoes not women, like to be the center of attention",2,hate
RT @Tip_It_In: #IfSheCantSuckTheDickRight slap it on her forehead.. The bitch needs a spankin.. discipline her ass &#128514;&#9995;,2,hate
@kayylamarieeee haha pussy,2,hate
RT @OhhMyyTodd: &#8220;@ItsNotHarold: I say if a girl got 7 bodies or more and she 20 or younger she a hoe&#8221; this one not up for debate,2,hate
All the bad bitches are in the gym between 9-1 u know why they ain't got no job,2,hate
@lilmenifee__ ah Lil bit bitch &#128526;&#128527;&#128514;&#128076;,2,hate
Let them hoes be greatRT @keyawnagallatin: Y'all bitches be really reaching for the side-titty look,2,hate
RT @BossyDiva__: Come get yo hoe,2,hate
Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO,2,hate
CEBROS and corporate hoes,2,hate
"my little sisters kik name is thot ass thot
why all my sister have to be freak hoes",2,hate
Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard,2,hate
Fuck all these dirty hoes these bitches basic,2,hate
If your twitter is private but your Instagram is public u r probs a trash talking thot,2,hate
Rt for a Hdm *everybody* &#128514;&#128514;&#128514;&#128514; block bitches too,2,hate
RT @sassy_cee_: What y'all hoes up to?,2,hate
"People asking for donations for Christy Mack,get real the bitch made thousands of dollars for having sex.
Bitch better be Fuckin me",2,hate
If a bitch choosin let her choose lmao that is all !,2,hate
RT @nick_sodano: Dis bitch jus blew my high,2,hate
"@JusDahl bitch, wake up!",2,hate
Blatt trash too ... but twitter said he was good,2,hate
RT @lildurk_: I need a loyal bitch not no goofy bitch,2,hate
I just seen the ugliest bitch in commercial history on Monday night football,2,hate
"@firemunky Google's a bitch: ""Your search - Ann B. Davis Sexy- did not match any image results.""",2,hate
Till Michonne gutted dat hoe,2,hate
http://t.co/bPU86qzYFt Lola Foxx &#8211; Nubile co-ed shows off her pink pussy while she fondles&#160;herself http://t.co/9QJPbdyzTY,2,hate
Im addicted to bad bitches like I never had bitches,2,hate
RT @NotoriousJB_: &#8220;@Von_VonRichter: Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.&#8221;,2,hate
Why do bitches put fuck a bio in they bio?... technically u still wrote a bio.,2,hate
""" hoe what its hitting for """,2,hate
pussy ass bitches,2,hate
These shoes are going to be a bitch to break in tomorrow,2,hate
Tires fly when I mash the gas... My motor hot and these hoes fast,2,hate
We been passed dem niccas yrs ago fr,2,hate
@Juice__2 nah you're a nigger,2,hate
"RT @KissMySmilee: lmfaooo, like is this bitch alanah serious ?",2,hate
Nigga you is a fool &#128553; &#8220;@BOSSMANRAN: I feel like eatin nd beatin a pussy up &#128553;&#8221;,2,hate
A 50 dollar card make a young nicca go hard .. Throw in a cell phone i can get you left on the yard!,2,hate
@kieffer_jason bitch who's playing am not worried about you or your little faget ass friends at vines I know niggas at vines to so wtf u say,2,hate
Hey Okrah... Just wake up already. You already know Bammy and Moochie are in it for the commies. Stop with the racist whitey hate crap.,2,hate
"Talk alot of shit, but if I want ill put u on the spot so don't test me bitch!",2,hate
we all went through so much shit together . I miss them bitches,2,hate
@Maria_DeAmor bitch I told you to hit me when you got back,2,hate
&#8220;@RudeBoi_Drew: I'm finna eat some pussy&#8221; lmao,2,hate
Omfg I'm about to murk a bitch all I see is red dude,2,hate
just like girls can't be a hoe.... guys can't hit a girl back... it's a double standard that will forever exist....,2,hate
Hoes hang wit hoes cuz dey got da same hobbies,2,hate
#KanyeShrug lol &#8220;@ShainaRakia: Thots be like &#128073; RT @SMCo71: @ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;&#8221;,2,hate
@ozzie_garza stfu bitch,2,hate
Me and Bryan still out this bitch,2,hate
Alice took advantage of me last night...... that bitch won't tonight!!!!!,2,hate
@BOSSBITCHDAPHNE yours a dyke&#128514;,2,hate
Bitches bitches bitches,2,hate
@hwkj01 @PushinWeight @dmankow69 @AstroPatriot Somebody who's that much of a moron and a pussy doesn't belong on the force.,2,hate
@sowhatsides I am funny bitch,2,hate
RT @_LLcooLJ: bitch i don't fucking know you,2,hate
RT @BLACKHILTON Some of y'all hoes thighs be so thick and can't even walk + Yankee food,2,hate
"&#8220;@prvnceflvcko: When your ex hits you with that ""I miss you"" bullshit ...lol bitch die&#8221; &#128128;",2,hate
&#128553;&#128553;&#128514; damn roaches got dicks n pussy to be doing this lol??? http://t.co/OiIxcfos3m,2,hate
"RT @DFkinLopes: Bruh every time a famous celebrity tweet something, the 1st person to comment is some hoe talkin bout ""slap ya dick on me d&#8230;",2,hate
I can't with this disrespect ass bitches,2,hate
@JuniorMaye8 jus exsposin hoes on a whole different level &#128557;&#128514;,2,hate
@DerringerEagle ur moms pussy died a slow death so well have good company #virgin,2,hate
&#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey,2,hate
@VG3_ man some of these bitches are in denial about it. &#128514;&#128514;&#128514;,2,hate
Ratchet lol ass lol bitch,2,hate
"RT @ClintSwiftness: I hate bees man. They be like 
""Buzz buzz bitch"" and I'm like 
""Nah man I ain't done shit to you""",2,hate
"RT @MeechIsDEAD: I Cant Wait Till U &amp; Ya Boyfriend Break Up, That nigga act Like he own the pussy",2,hate
RT @TheKyleHardy: Serving size is Latin for you&#8217;re a little bitch,2,hate
RT @_ImOVERSEAS: Hoes out here selling pussy for some new uggs! You disqualified,2,hate
""" cant you see these hoes wont change """,2,hate
"RT @schoolfession: ""Bros before hoes, except chicks with no clothes"" - Everywhere",2,hate
@_BatGangBitchh no hoe,2,hate
"and these hoes shallow, shiesty, trifling, but we been knew that.",2,hate
"RT @Dipset_Kenn: RT @ToneThaMan55: RT @PAPER_CHAYSIN: I love money fuc a bitch I won't stress myself , and I keep my mouth closed cuz I can&#8230;",2,hate
"@UptownRaised Shame that your mama didn't teach you not to call women ""bitch"". Well, we all ain't that fortunate, I guess.",2,hate
Thick bitch on here tried to front on me earlier...,2,hate
so quit suckin on my dick and hop your fat ass elsewhere cuz i ain't tryna fuck with your globe ass bitch got her own orbit,2,hate
Mann that pussy #ThrowBack,2,hate
I love living in Minnesota. The weather is bad enough for people to bitch about it but we don't have anything serious. Stay safe east coast,2,hate
"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill",2,hate
"RT @BandresDiana: When that message say ""delivered"" but you see him posting sc story's with all his hoes&#128530;&#128076; http://t.co/xVGTWOOasp",2,hate
Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me,2,hate
I'm 26 you bitch,2,hate
@Adrian1_knowsu nigglet &#128530;&#128536;,2,hate
I wish hoes didn't bore me....I wouldn't have this problem and would shop at hoes r us every day...,2,hate
Got a badass bitch just bouncin on my dick @JordyxRivera,2,hate
RT @sTyLeZkEy354: How u talkin to hoes bout bronem?............why u talkin to hoes bout bronem?,2,hate
"RT @danielleeKendra: Omg i was coughing and saw wiggas tweet &#58386;&#58386;&#58386;&#58386; the fuckkk lol. talk about choking , &#58385;&#58386;&#58385;&#58386;&#58386;",2,hate
"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?",2,hate
Miami bitches,2,hate
RT @JLewyville: &#128563; @Treslyon: Keyair angels &amp; female party promoters are not for me.. Most party promoters are hoes &amp; them angel bitches are&#8230;,2,hate
"""you better pipe your pussy down over there""- @EsEx_Ruskii&#160;lmao wth does that even mean?",2,hate
@chriscurtis410 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l&#128514;,2,hate
RT @APTheCreated: @bellabelcastro is the realest bitch I know. Lol,2,hate
"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",2,hate
RT @GeeZzzus: Don't no woman want a man that acts like a bitch,2,hate
"&#8220;@_Dominiquecs: @Thompson_Era hahaha! She to much of a thottie for you!&#8221;

Never fear Captain Save-A-Thot is here to save that hoe &#128526;",2,hate
"RT @AssholeOfDaYear: I hope my kids don&#8217;t disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them.",2,hate
"RT @mabelsay: Hoes be calling hoes, hoes, when they know they just as much of a hoe as the other hoe they calling a hoe.",2,hate
bitch i will cut you,2,hate
"I fight for what I love, but you make something of bitches I think nothing of.",2,hate
"This is my ""sup bitches"" face http://t.co/mqPqzLgCKf",2,hate
i wonder why girls can call eachotha bitches they cool with it but when a nigga call dem one mfas all out they Body #DONTGETIT,2,hate
@brianholmes2700 god doesn't send retards to hell,2,hate
RT @W0lfHaleighh: @kyle_leavitt96 @meowmariss bye bitch,2,hate
This headache is a bitch &#128543;&#128548;,2,hate
These hoes worried bout the wrong things in life,2,hate
@danram70 @Buflo_dolla ....so ur a fag?,2,hate
@jay_ibarra95 too bad bitch! You in this shit forever &#128123;&#128520;,2,hate
As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone,2,hate
I was lookin like &#128563; when dem niccas told me dat shit,2,hate
I am legend in this bitch,2,hate
I ain't Finna sleep bitch it's 8 o'clock when you finish noddin meet me at the top,2,hate
"RT @ImKnownAsDevin: Just cause somebody put ""bad"" in front of it yall okay with being called a bitch",2,hate
Chillin with my main hoe Becky http://t.co/hLKO2LnsuX,2,hate
"RT @taylorrDiane: When a sideline hoe gets mad, BITCH SHUT UP! You was okay with being second ALL this time, now all of sudden it's a probl&#8230;",2,hate
I need a bad bitch thats gon treat me good,2,hate
RT @LilReese300: @trippygalll dats how u drop it dum ho ask about me b4 yu jump on my dick ho or reed about me yu cluck ass Thot,2,hate
RT @SVL305: @VJtechsupport @YoungMcFly since we on the subject she used to always ask to to see my dick via dm.. fck dat rat face hoe b,2,hate
this bitch is winning with popcorn&#8230;&#8230; @mc3Josh #Masterchef,2,hate
"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies",2,hate
RT @XclairemckX: Drinking veuve cliquot and eating marshmallows basically because I'm a classy bitch.,2,hate
"Aint this a bitch,! The power out from this shit.",2,hate
Might buy your bitch a bag this weekend idk,2,hate
"Yaz bitch yaz, http://t.co/EOmRMqWNqT",2,hate
Lmaoo RT @IMCoolLike_That: Stfu..who are u to prefer what a woman wears on her feet bitch RT @80sbaby4life: I hate bitches that wear wedges,2,hate
@flyyImpact Yo follow me back nigguh,2,hate
"RT @RonTheAnchorman: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 &#8230;",2,hate
Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;,2,hate
"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",2,hate
pop me a pill &amp; throw that pussy a rave,2,hate
Popped a pussy i'm sweating lol http://t.co/9Hyk5V0p,2,hate
All These hoes sooo average &#128553;&#128533;,2,hate
Stupid bitches&#9995;&#128529; &lt;&lt;&lt; FUCK . &#128530;,2,hate
Yesterday was an all around good day. Great day. Saw a lot of people i havent seen in a while and got high as giraffe pussy #Easter420,2,hate
"""Why would you wanna be the Green Ranger? He's evil!"" Duh bitch",2,hate
Daaamn lmao right back to them old ways RT @KingTralle Look at this hoe ass nigga covering Wiz face you hoe http://t.co/lpPToFmj5R,2,hate
"RT @lilduval: A bitch get 20,000 followers she's a boss and starting up a boutique. And wearing shades in public",2,hate
You a hoe if u eat candy corn,2,hate
Mannnnnn these hoes aint loyal,2,hate
Fucking thirsty bitches,2,hate
@Yaremisxo way other hoes boo,2,hate
@ImToBlame bitch you opulent as fuck refrain from conversing upon matters of the middle class.,2,hate
"#TweetLikeYourBestfriend ""I made out with 3 bitches!"" @lilkrebs",2,hate
RT @_TyMoore: For all those watching that so raven. Look at this negro now lol&#128514;&#128514;&#128553;&#128553; http://t.co/nEcAKyTdI1,2,hate
@HOMELESSBITCH Can I bitch about not having smoke??,2,hate
RT @J_Kwest: Ima buy dat bitch a jump rope bitches live jumpin 2 conclusions,2,hate
Da bitch mouf was smellin like da porta potties at da mustang field &#128514;&#128514;&#128514;,2,hate
&#8220;@HaitianCocaine_: FML &#128545; My period on !&#8221; Can't pop that pussy now huh?,2,hate
"RT @KillAllSimps: Bitches love posting them ""Goals"" pics showing a Range Rover, Mansion, and money everywhere, bitch you unemployed",2,hate
"' Just was old to me , a lil proton feel me ? Some bitches that's gon feel me , some niggahs that won't kill me .",2,hate
"RT @____LilRambo: &#8220;@Dollvsh_: I don't be fucking with NOBODY , cause most of these bitches got fake in they blood . &#9994;&#8221;and niggas",2,hate
Kaetlin is a bitch,2,hate
@Andreaa_olvera smd bitch,2,hate
They say life is what you make it bitch but I'm just tryna make it .. Straight up,2,hate
My moms a worse bitch than me like ugh I can't stand that hoe.,2,hate
"Work ,nigga fuck work!! It's Friday bitches, fuck Friday!! All about Saturday !!! Tomorrow will be epic!!",2,hate
Will you sell that pussy for me ?,2,hate
"These bitches gotta realize that ""their nigga"" WANTS ME &#128514; if he doesn't now he did several occasions before &#128564;",2,hate
@Tcrawford20 he's trash,2,hate
"@DecodnLyfe @LupeFiasco @Larellj another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot",2,hate
@BeattyJustin @KYOppCoalition Obama's bitch!,2,hate
"RT @HUMOR18plus_: ""rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe "" http://t.co/VsY3ejFZHF",2,hate
Fucken pussy,2,hate
@equallydestruct bitch firstly it's resting on my titties and secondly if U WAS PAYING ATTENTION YOUD HAVE SEEN WHEN I SAID I ROLLED INTO IT,2,hate
She fuck with me cause I ain't no bitch .,2,hate
"I'm on that good kush and alcohol.. I got some down bitches, but the can crawl",2,hate
"RT @TooRacist: A black man asked me ""Hey white boy, do you like niggers?""

""Well I wouldn't use that word personally"" I said, ""Like is a st&#8230;",2,hate
I jus wanna watch this last episode of orange is the new black but Netflix jus wants to be a bitch &#128530;,2,hate
"hi, i am neither dumb, nor a bitch. im pretty smart and am one of the most genuinely nice people i've ever met.",2,hate
she let me play with her pussy then she lick it off my fingers.,2,hate
RT @TheRealIceTre: hot pockets &gt; hoes,2,hate
Any person that puts anybody else's business out there for whatever reason is a bitch.,2,hate
RT @LittleKeee_: why do bitches hate on another bitch relationship &#128129;,2,hate
"Maybe reluctantly, but they've done it. What does this mean for a discrimination law in the state? Culturally for queer people in the state?",2,hate
My slap a bitch sense is coming &#128530;,2,hate
RT @CorySayFukEm: i love girls who aren't afraid to encourage or compliment the next chick.. bitches hate so much now that's it's refreshin&#8230;,2,hate
"@dan1ellep And they&#8217;re retarded as fuck in general with their &#8220;insults&#8221;. Hope they fall off with AW, but the CSGO scene is growing so IDK.",2,hate
@alexrojas_10 yo fag Rojas,2,hate
It's pretty much been confirmed that I have the BEST bitch face on the planet.,2,hate
"Yeah I tried and you bein all blind and shit. Lol peace, bitch.&#127797;",2,hate
Mutes pussy.. And ***** and ***** smh,2,hate
-5 RT @LoveMeDarlingg: 10. How many hoes do you REALLY have?,2,hate
@ScootieMcB bitches need guidance. Lol,2,hate
@yelafox @_saharbabyy because hoes disguise themselves as real women,2,hate
I can tell when certain and specific people are posting on a group/corporate fb/twitter page by the consistent retarded hashtags #makeshitup,2,hate
@ajam never happen. Too much republican redneck oil money. Sad butt true. #corruptAmerica,2,hate
RT @Bdell1014: Waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window.,2,hate
RT @MNYves: I want someone I can call my own without another bitch staking claim on him simultaneously.,2,hate
FUCK ARE YOU TALKIN ABOUT?? RT @IGGYAZALEA its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;,2,hate
@WyattNuckels who do you think I am bitch,2,hate
Sometimes you gotta block a bitch because damn they annoying,2,hate
"Smh you dreamed I was a faggot? Wow RT @cocainemodel: My dream lmfao start from the bottom , up . @ItsNotHarold http://t.co/ng0GYWaehF",2,hate
@tropicth you know. pens for school? to cut all them bitches,2,hate
RT @mmpfeiI: fuck your gpa bitch im a lot smarter than you,2,hate
@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar,2,hate
RT @bebalizz123: I got all these hoes starin when I walk thru,2,hate
YMCMB always get caught up with strippers. Tyga actually had a child with one. Niggas get rich a buy bitches,2,hate
All my hoes got money she in the mall she ballin bitch buy something for me,2,hate
Basic bitches everywhere,2,hate
Luke Bryan is such a faggot tool,2,hate
RT @Jadelovescats: Cuddle with me and tell me I'm beautiful I'm a needy bitch,2,hate
"Yeah it was a great one actually, I'm fucking hilarious bitches &#128129;&#128536;",2,hate
"no paper hoe, but you can have some more of me",2,hate
#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin,2,hate
Snakes slithered in they coil RT @Faisal_nizam: These hoes ain't loyal,2,hate
Pretty sure I got ya bitch nudes in my phone nigga,2,hate
RT @FuckYouIsaac_: Maury 70 years old still exposing hoes,2,hate
"RT @PolliePopThaDJ: Hahahaha he missed the shit out that hoe!!!!!!!!!!

#Houston Texans",2,hate
@beautifulbeeee yes!!! Every guy is a bitch today...lol...smh,2,hate
"These rednecks around here won't like that shit...put that wall up, they say",2,hate
RT @RahleeFranklin: This bitch got a body like Trey Songz &#128514; http://t.co/KSiqmY4W8D,2,hate
Life aint nuthin but bitches and money #icecube #nwa,2,hate
"She is not a ""whore"" she a ho",2,hate
@GuTsSidious get into Devil first bitch! Roasted.,2,hate
&#8220;@iDntWearCondoms: U get what u put in. If all u offering is pussy don't be mad when all u receive is dick&#8221; &#128588;,2,hate
the Hitman Holla vs Charlie Clips match-up is bittersweet. shit's gonna be cold cus HITMAN HOLLA GONNA WORK but it's his last battle.....,2,hate
So you still don't suck dick or eat pussy in 2014?,2,hate
@Maxwell_Larsen good bitch &#128527;,2,hate
RT @CornerBoyP: Hoes b soo lost dey forget dey hoes.....,2,hate
"RT @yungtfti: If a bitch says ""eeeeeee"" she a hoe",2,hate
"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd",2,hate
I approve this message ! &#8220;@Ashley_NoMaryK: Good pussy is a mufucka. &#128522;&#8221; http://t.co/QPkCQHPyXP,2,hate
You should know women's sports are a joke,1,ethos
You look like Sloth with deeper Down’s syndrome,1,ethos
You look like Russian and speak like Indian. Both are disgusting go kill yourself,1,ethos
"Women deserve to be abused, I guess.",1,ethos
Women are made for making babies and cooking dinner and nothing else!!!,1,ethos
why haven't you faggots taken the bi-pill yet,1,ethos
Why don’t you go beck your god to murder you? Christianity is a joke,1,ethos
why does that african american monkey hold gun like that?,1,ethos
Why does Bulgaria exist as a country? It's one of those homosexual ones.,1,ethos
Why do negroes tear down their own neighborhoods when a black thug gets killed by law enforcement? Must be because of low IQ.,1,ethos
who gives aa fuck about shit diamonds from the jews fuck them both,1,ethos
Who do you think you are cunt? wtf! Stay steady to aim for head little christian rat,1,ethos
white people are shit human beings,1,ethos
what happened in the good old days when these freaks did not exist ? which sewer have these freaks dragged themselves out of ? its just a manufactured group of freaks who want to cut their cocks off and take it up the arse in the hope that the world will treat them as woman . it takes more than that to be a woman . stop pandering to these twats .,1,ethos
What about a global massacre of men? Pussiezzz only girls,1,ethos
what a disgusting man and disgusting religion. He admits that muslim buy all their wifes ! .pff...This is why all muslims are poor...islam keeps them stupid !,1,ethos
well it's clear now why europeans can't differ niggers and shitskins from human,1,ethos
"Well im glad that i live in Serbia, migrants and islamists are not welcome here!",1,ethos
"Well done Slovakia and god bless. DO NOT build mosques, or allow or recognise Islam. They will get the point that EUROPE don't want Muslims here.",1,ethos
"We whites have higher IQ's than blacks, this is because IQ measures intelligence and we are the more evolved and superior race with a larger brain. ",1,ethos
"we take everyone, sudanese niggers, egyptian shitskins, palirats, syrian and iraqi scums, they're all dogs that behave like niggers, they cost too much, especially syrians, there is way too many of them here, they are arrogant ungrateful backstabbing apes.",1,ethos
